Video ID,Comment,Timestamp
BQQqnn2uZv4,Thanks so much! Also thanks for zooming into what you're doing. A lot of videos I've seen don't do this and it makes me feel blind lol. But this was so helpful and easy to follow.,2022-02-21T14:14:46Z
BQQqnn2uZv4,"Well done.  I like how you add detail of what and where all the tools, sliders and panels are that you refer to in your tutorial.  Essential for beginners.",2022-02-20T19:34:36Z
BQQqnn2uZv4,what kind of photoshop you are using,2022-02-20T14:19:34Z
BQQqnn2uZv4,"This was incredibly helpful, thank you so much for making it so simple and easy to follow!",2022-02-20T14:18:57Z
BQQqnn2uZv4,Liked and subbed! Thanks a lot!!,2022-02-19T13:05:49Z
BQQqnn2uZv4,"Thanks guy, you now have a New Subscriber !!!",2022-02-18T02:15:29Z
BQQqnn2uZv4,Thank god there are people with this level of didactics to explain!!!! very nice!,2022-02-17T12:39:38Z
BQQqnn2uZv4,Thank you!,2022-02-15T09:55:44Z
BQQqnn2uZv4,Thanks to the this dude ⬆️ who helped me get my life back on track you're a genius.,2022-02-14T22:16:26Z
BQQqnn2uZv4,Thanks to the this dude ⬆️ who helped me get my life back on track you're a genius.,2022-02-14T22:16:22Z
BQQqnn2uZv4,your instruction is very clear thank u so much,2022-02-12T07:37:29Z
BQQqnn2uZv4,I watched your video on how to remove backgrounds in Photoshop which was great!  Do you have any videos on how to add drop down menus in Photoshop?  Thanks.,2022-02-11T23:42:34Z
BQQqnn2uZv4,"This helped me a lot.
My Midterm and I thank you!",2022-02-11T21:27:58Z
BQQqnn2uZv4,Absolutely one of the best instructions in Photoshop yet. Thank You so much for your attention to details. I am already subscribed but will be proactively watching your videos for some amazing content. Thanks again!,2022-02-11T15:59:21Z
BQQqnn2uZv4,thank you foor this great tutorial. It really helped me get my image working .,2022-02-11T03:26:58Z
BQQqnn2uZv4,"super easy to follow tutorial, well explained & high in detail!  Perfect!",2022-02-11T00:30:05Z
BQQqnn2uZv4,excellent!!!!   BIG HELP!!!!!!,2022-02-10T18:06:13Z
BQQqnn2uZv4,Im using Adobe Photoshop CC 2019. 😔😔😔,2022-02-09T22:51:20Z
BQQqnn2uZv4,Thank you,2022-02-09T20:22:00Z
BQQqnn2uZv4,your tutorials are awesome man.,2022-02-09T14:42:20Z
BQQqnn2uZv4,YOU ARE MY BEST TEACHER. LOVE FROM BANGLADESH.,2022-02-09T14:08:21Z
BQQqnn2uZv4,I don't have select a mask mode.  I have an old version of PS.  Is there another way?,2022-02-08T20:45:07Z
BQQqnn2uZv4,JESUS! you got all the good stuff buddy!  I hope the universe has rewarded you kindly :),2022-02-07T23:39:24Z
BQQqnn2uZv4,Normally I don't comment and not that my comments mean anything but sir you are the one sent to help me understand Photoshop. I can't believe I got this in just  few minutes and it works so well. Thank you,2022-02-07T22:35:43Z
BQQqnn2uZv4,"https://youtu.be/MULn2OnxC5E
I think this Better",2022-02-07T10:35:43Z
BQQqnn2uZv4,Thank you so much! super helpful tutorial. subscribed.,2022-02-05T18:46:50Z
BQQqnn2uZv4,"This was incredibly helpful, thank you so much for making it so simple and easy to follow!",2022-02-05T14:28:07Z
BQQqnn2uZv4,"Jesus, these tutorials are awesome, and just the refresher I need! I learned a lot of Photoshop 20 years ago from Scott Kelby books.  There were several years I've been away from PS. Those books are still a good reference for basics, but your tutorials zero in on all the ""new"" things I need. Great work! Thank you!",2022-02-05T00:09:46Z
BQQqnn2uZv4,A great tutorial. My first video on the channel and already subscribed.10/10.,2022-02-04T21:42:58Z
BQQqnn2uZv4,"Very helpful, than You :)",2022-02-04T15:12:10Z
BQQqnn2uZv4,wow amazing i'm so glad i found this channel,2022-02-03T22:46:33Z
BQQqnn2uZv4,I need the step to confirm the image is saved without a background🤔,2022-02-02T18:36:19Z
BQQqnn2uZv4,👌,2022-02-02T16:10:29Z
BQQqnn2uZv4,Add me guys :),2022-01-31T23:52:01Z
BQQqnn2uZv4,What Photoshop is this I’ve never use Photoshop before,2022-01-31T02:39:23Z
BQQqnn2uZv4,OK thank you very much,2022-01-31T05:01:24Z
BQQqnn2uZv4,@Smokin pattes the full pro version of Photoshop is not sold in stores. It's a monthly subscription from Adobe.com,2022-01-31T04:54:39Z
BQQqnn2uZv4,I asked the people at the computer store for Adobe Photoshop 2022 and that’s what they gave me I didn’t know there was other ones Thank you,2022-01-31T04:49:00Z
BQQqnn2uZv4,@Smokin pattes Photoshop Elements is Different. Photoshop 2022 is the full professional version.,2022-01-31T04:37:40Z
BQQqnn2uZv4,I just bought this one but it looks different Adobe Photoshop  Elements 2022,2022-01-31T04:24:44Z
BQQqnn2uZv4,Photoshop 2022,2022-01-31T04:18:29Z
BQQqnn2uZv4,How would you do the same thing for a picture that has objects partially obscuring the subjects? Like a boxing or wrestling ring's ropes.,2022-01-27T23:24:18Z
BQQqnn2uZv4,thank you very much boss,2022-01-27T20:36:23Z
BQQqnn2uZv4,Brilliant - thank you,2022-01-26T16:22:26Z
BQQqnn2uZv4,your video is very good,2022-01-26T06:04:14Z
BQQqnn2uZv4,Thank you so much for this. Great video!!! explained it well and to the point,2022-01-24T19:45:44Z
BQQqnn2uZv4,Thank you for the great tutorial sir. But I don't see any AI here. Making precise selections continues to be a challenge for PS.,2022-01-24T07:40:42Z
BQQqnn2uZv4,"Thank you for the help, this video was very helpful",2022-01-21T10:18:41Z
BQQqnn2uZv4,"This is very helpful, thank you!",2022-01-20T22:02:51Z
BQQqnn2uZv4,What is the Photoshop version used.,2022-01-20T17:08:56Z
BQQqnn2uZv4,Thanks you,2022-01-20T15:24:41Z
BQQqnn2uZv4,So easy thank you!,2022-01-20T00:28:06Z
BQQqnn2uZv4,Alt-Ctrl-R Not working,2022-01-18T15:12:06Z
BQQqnn2uZv4,which photoshope you are using????,2022-01-18T15:05:03Z
BQQqnn2uZv4,super,2022-01-18T13:52:07Z
BQQqnn2uZv4,"very useful, thanks",2022-01-17T07:09:56Z
BQQqnn2uZv4,Cool just one thing. Select and Mask not available for some reason. So its the whole progress died here... Nice,2022-01-15T16:07:09Z
BQQqnn2uZv4,Intro too long,2022-01-14T15:37:04Z
BQQqnn2uZv4,God himself has taught us the ways.,2022-01-10T20:17:53Z
BQQqnn2uZv4,"I already can't find ""select and mask"" i'm so frustrated :/",2022-01-10T19:16:38Z
BQQqnn2uZv4,"Wow, I didn't know that. I've been manually removing background but now I can do it in a snap.",2022-01-10T01:09:28Z
BQQqnn2uZv4,HI MR REMIREZ DO YOU HAVE SEPARATION COLOR FOR SCREEN PRINTING IN PHOTOSHOP TUTORIAL VIDEO PLEASE?,2022-01-09T19:41:41Z
BQQqnn2uZv4,You are by far the best I have found on YouTube to help with tips in Photoshop. You're very articulate and I appreciate how you get to the point without blabbing about unrelated things. Your step-by-step instructions are so easy to follow. This has been so helpful! I can't wait to watch your other videos.,2022-01-08T15:16:31Z
BQQqnn2uZv4,Great tutorial! too bad my laptop literally crashes everytime I open photoshop :( 😓,2022-01-07T14:33:20Z
BQQqnn2uZv4,"Great video🤗
Thanks 🙏🏽",2022-01-06T21:56:08Z
BQQqnn2uZv4,"Mr Ramirez, this is the 1st tutorial that I've found that made my project happen, thank you!",2022-01-05T21:21:15Z
BQQqnn2uZv4,"Is the ""remove background option"" available in Ps 2019 CC? Because I can't find it.",2022-01-05T13:08:00Z
BQQqnn2uZv4,"cool, nice trick thank you sir",2022-01-05T13:00:34Z
BQQqnn2uZv4,thank you jesus you still can make miracles 2000 years later,2022-01-05T09:08:40Z
BQQqnn2uZv4,Photoshop cc 2021?,2022-01-04T02:54:20Z
BQQqnn2uZv4,Very good tutorial. Thank you!,2022-01-03T23:36:39Z
BQQqnn2uZv4,dude thank you so much. My thumbnails will finally look decent,2022-01-03T02:34:17Z
BQQqnn2uZv4,Got yourself a sub after this . Thanks man,2022-01-01T22:50:42Z
BQQqnn2uZv4,This is not a Remove background tutorial... it's a Replace Background tutorial,2022-01-01T15:53:05Z
BQQqnn2uZv4,excellent tutor thank you so much,2022-01-01T08:02:24Z
BQQqnn2uZv4,Thank you. It is a very detailed tutorial for PS beginner like me. Thanks again!,2021-12-30T12:54:54Z
BQQqnn2uZv4,Thank you so much man!,2021-12-29T20:02:54Z
BQQqnn2uZv4,Beginners matter too! Thank you for including us and making videos that specifically cater to our inexperienced minds and hands.,2021-12-28T23:17:59Z
BQQqnn2uZv4,"What a find...you spoke a little too fast for me, but I just turned on the subtitle mode and I was off to the races.  This session was an eye-opener, thanks for sharing!",2021-12-28T17:25:01Z
BQQqnn2uZv4,Thank you for a good production.,2021-12-28T10:41:04Z
BQQqnn2uZv4,The best tutorial I have seen! Thank you so much!,2021-12-27T18:56:43Z
BQQqnn2uZv4,Thanks useful,2021-12-27T11:57:21Z
BQQqnn2uZv4,very nice bro,2021-12-26T15:18:30Z
BQQqnn2uZv4,"Layer, background right down side photo not shown in my software sir help",2021-12-26T06:53:31Z
BQQqnn2uZv4,good job,2021-12-25T17:42:57Z
BQQqnn2uZv4,Please do a video of blur busy photo background removal. Unless like others your video does not contain unwanted ethics. Really very nice tutorial to be honest.,2021-12-25T10:10:03Z
BQQqnn2uZv4,I have to send a shout out to you Jesus. I got Photoshop to start making some custom thumbnails for my youtube channel. I am an absolute amateur but this alone has helped me tenfold. Thank you so much man. Merry Christmas!,2021-12-23T17:59:18Z
BQQqnn2uZv4,"Great Tutorial! 
i love the explanation of the ""select and mask"" i have never used it before.",2021-12-22T16:21:19Z
BQQqnn2uZv4,"Yer a great teacher. But for a beginner, this lesson is way to advanced",2021-12-22T14:23:57Z
BQQqnn2uZv4,why i need to put a solid color i managed to change background without this step!,2021-12-20T16:38:25Z
BQQqnn2uZv4,When you zoom your photo it's clear but when I zoom my picture it's going too light. Why?,2021-12-20T16:06:33Z
BQQqnn2uZv4,thanks so much man!!,2021-12-18T16:56:34Z
BQQqnn2uZv4,Hope full,2021-12-18T10:48:37Z
BQQqnn2uZv4,I need this video,2021-12-18T10:48:29Z
BQQqnn2uZv4,Dari pada Conten Nonaktip bikin penasaran saja konten kaya gini,2021-12-17T12:05:52Z
BQQqnn2uZv4,"impressive, you earn my sub :) \Good Luck\",2021-12-16T04:53:53Z
BQQqnn2uZv4,Thanks you very much. I love this video.,2021-12-15T15:58:27Z
BQQqnn2uZv4,"By far, this is the best tutorial on this subject I have ever seen. Thank you so much, Jesús!",2021-12-14T14:44:57Z
BQQqnn2uZv4,my photoshop is CS6 is this applicable to your activity?,2021-12-13T11:22:17Z
BQQqnn2uZv4,thankyou!,2021-12-13T11:04:37Z
BQQqnn2uZv4,Thanks for this.  I have been trying to do this with my cat's picture (a lot of fine hair).  This helped a lot and I know with practice I can do even better.  Love your channel,2021-12-12T01:51:23Z
BQQqnn2uZv4,Thank you for the good video,2021-12-11T11:44:39Z
BQQqnn2uZv4,"At about 8:14 you show selecting the ""Layer Mask"".  In PS release 23.0.2, I am not seeing that option to select.",2021-12-11T01:43:37Z
BQQqnn2uZv4,"My photoshop doesn't have ""SELECT AND MASK"" It also doesn't have ""ONION SKINS"" So I think you need to specify what version of Photoshop you are working with.",2021-12-09T17:28:31Z
BQQqnn2uZv4,Seriously what fucking photoshop are you working in because my photoshop doesn't have any of that shit you just talked about.,2021-12-09T17:26:52Z
BQQqnn2uZv4,Thank you,2021-12-09T04:17:05Z
BQQqnn2uZv4,I guess I am too much of a rookie. I didn't find this good enough for beginners. Jumping around too much was confusing so I didn't get much out of this at all. Keep it simple using one technique all the way through before you start showing all these other methods and confuse the beginner.,2021-12-08T21:58:03Z
BQQqnn2uZv4,thanks this was really useful how do you save your mask or convert it in to a vector I need to be able to save it with out the backgound,2021-12-08T16:36:10Z
BQQqnn2uZv4,It wont let me do that 2:29,2021-12-08T14:52:02Z
BQQqnn2uZv4,"Such a helping video can I get a direct download link of photoshop 2021? Please
Thank You.",2021-12-08T11:11:11Z
BQQqnn2uZv4,You deserve an accolade. Thanks a lot,2021-12-08T00:59:02Z
BQQqnn2uZv4,"So helpful, thank you!",2021-12-06T19:45:42Z
BQQqnn2uZv4,What is the version of PHOTOSHOP are you using?,2021-12-06T18:46:17Z
BQQqnn2uZv4,your explanation is awesome,2021-12-06T16:13:56Z
BQQqnn2uZv4,great video.,2021-12-05T09:46:58Z
BQQqnn2uZv4,Nice video.👍👍,2021-12-04T16:17:24Z
BQQqnn2uZv4,Best teacher ever. You could teach anything. 👏👏👏,2021-12-03T21:59:34Z
BQQqnn2uZv4,"I follow u along and I get it and then I do it again with another photo using your way but it different results no photo shows in Onion skin, black and white, and On layers but the other 4 shows my selection image, why and how come is end up like that??",2021-12-03T11:51:47Z
BQQqnn2uZv4,Great video - thanks for the precise instructions:),2021-12-03T08:44:29Z
BQQqnn2uZv4,"even i knew about some tools, i really enjoyed your explanations. thank you bro and have a nice day",2021-12-02T17:32:09Z
BQQqnn2uZv4,"""Object Selection Tool"" *clicks on women*",2021-12-02T15:49:37Z
BQQqnn2uZv4,"I cannot select the ""select and mask"" why?",2021-12-02T12:06:05Z
BQQqnn2uZv4,thank you so much this helps so much,2021-12-02T06:23:15Z
BQQqnn2uZv4,"Why in my Photoshop option ""Select a mask"" not available 😭😭😭😭",2021-12-02T06:07:52Z
BQQqnn2uZv4,"Photo Background Remover Simple Process Video Link 
 https://www.youtube.com/watch?v=yLvX3swBsGc",2021-12-01T13:51:25Z
BQQqnn2uZv4,"First video of yours I have watched, and now I have liked and subscribed. I barely even use Photoshop",2021-12-01T05:32:01Z
BQQqnn2uZv4,"Hey, I don't know when i'm clicking select and mask my Ps is just crashing, but why?",2021-11-30T07:09:37Z
BQQqnn2uZv4,Excellent job,2021-11-29T17:12:49Z
BQQqnn2uZv4,amazing work!! ♥ loved it thank you,2021-11-28T13:38:42Z
BQQqnn2uZv4,"All day I have been painstakingly researching methods of retraction of backgrounds and editing of the outlines. I have been puzzled by the technical commentary or lack of and the fast paced stages. I was about to give up until I came across your channel. Thank you so much for such clarity and patience. You have made something so painfully difficult to the novice, comprehendible. You are a star!!!!",2021-11-26T18:10:09Z
BQQqnn2uZv4,Very good video a bit too long,2021-11-24T20:30:29Z
BQQqnn2uZv4,from beginner's perspective you spending too much time on obvious things and skipping important things like playing around with masks etc,2021-11-24T15:46:55Z
BQQqnn2uZv4,thankyou,2021-11-24T08:07:40Z
BQQqnn2uZv4,OMG the best tutorial that i saw ever. Many thanks,2021-11-23T13:01:18Z
BQQqnn2uZv4,"I am a beginner in every sense of the word beginner. You really did the most excellent job in explaining this subject of removal of background. I was able to take notes, follow along, and then apply it to my own images and it worked perfectly. Thank you soooooo much. You deserve an Oscar Award or People's Choice is good too for just your ability alone to explain and teach others.",2021-11-22T23:08:05Z
BQQqnn2uZv4,Dude you rock!!! This video is awesome!!,2021-11-22T15:18:41Z
BQQqnn2uZv4,"Thank You so much... the way you explain the tutorial  in simple way ...Impressed ...  again thanks for giving great  knowledge to 
 us",2021-11-22T12:51:17Z
BQQqnn2uZv4,what a very clear discussion of the tutorial. thanks sir.,2021-11-22T11:32:08Z
BQQqnn2uZv4,Great Presentation and thanks a lot....,2021-11-22T03:08:55Z
BQQqnn2uZv4,"I'm a complete beginner and this video is very easy to understand and very helpful, thank you so much!
Your voice tone is very steady and the way you explain is very clear and understandable:)
I usually do not leave a comment to a video, you really did a great job.
I am now subscribed to your channel and ready to explore more of your videos! :)",2021-11-21T00:14:19Z
BQQqnn2uZv4,"thanks Jesus, though i'm muslim",2021-11-20T10:26:37Z
BQQqnn2uZv4,"I'm sorry but this really was a waste of time for me, everything was fine until I put the colored background and tried moving the selected image just to find out the background was still there, so idk if I'm doing something wrong or the title is misleading",2021-11-19T16:21:54Z
BQQqnn2uZv4,Nice Tutorial,2021-11-19T05:37:16Z
BQQqnn2uZv4,This was informative but I think way too fast for absolute beginners,2021-11-18T13:34:09Z
BQQqnn2uZv4,Thnx dude,2021-11-18T11:55:18Z
BQQqnn2uZv4,Thanks Buddy keep creating,2021-11-18T08:16:50Z
BQQqnn2uZv4,This was an absolutely beautiful tutorial. Very clear and informative instructions. Hitting that sub button,2021-11-17T17:15:12Z
BQQqnn2uZv4,how to make movie poster,2021-11-17T14:47:09Z
BQQqnn2uZv4,how do you apply this technique to video?,2021-11-16T00:00:49Z
BQQqnn2uZv4,"Wow, man! Great tutorial. You just won a follower 👍",2021-11-15T21:28:32Z
BQQqnn2uZv4,where can i get photoshop 2021?,2021-11-15T00:30:16Z
BQQqnn2uZv4,"Thank you very much, you are a star and this is really very helpfull, God Bless you mate :)",2021-11-14T18:22:34Z
BQQqnn2uZv4,What version of photoshop?,2021-11-14T17:53:20Z
BQQqnn2uZv4,https://www.youtube.com/channel/UCLAEiRATG3h52kRgXegQMnQ,2021-11-12T20:35:39Z
BQQqnn2uZv4,👌👌👌,2021-11-10T06:19:19Z
BQQqnn2uZv4,Very helpful. Excellent instruction. Thank you.,2021-11-09T21:50:08Z
BQQqnn2uZv4,just wowwww and unbelievable....thank you so much for this video,2021-11-09T11:49:52Z
BQQqnn2uZv4,"So when I save this, it still has a background. What am I doing wrong. Or if I drag it into another photo to add it to it, the background comes back. Great vid though, thanks.",2021-11-08T15:17:04Z
BQQqnn2uZv4,You are soo good. thank you,2021-11-07T19:38:32Z
BQQqnn2uZv4,"I clicked view on black but my background is still there, what did I do wrong?",2021-11-07T00:42:41Z
BQQqnn2uZv4,He was so rubbish and purposely dragged this video so he could make money off YouTube. ABSOLUTELY DISGUSTING,2021-11-06T17:15:39Z
BQQqnn2uZv4,"This guy talks TOOOOOOOOOOOOOOO MUCH. For the love of all that is holy, I just wanted a simple video to quickly select an image!",2021-11-06T17:07:50Z
BQQqnn2uZv4,thank you so much,2021-11-06T06:56:46Z
BQQqnn2uZv4,Awesome. Really helpful thank you,2021-11-05T19:10:35Z
BQQqnn2uZv4,very usefull . keep teaching a lot .😊,2021-11-04T08:09:12Z
BQQqnn2uZv4,Excellent video! Thank you so much,2021-11-03T19:51:36Z
BQQqnn2uZv4,"you so good my brother, you just made everything easy, the explanation was great",2021-11-03T10:11:42Z
BQQqnn2uZv4,"Hi.  I'm using CS6 now and I don't have those tools in your video. I would like to ask what photoshop were you using in this video? And I'm a bit confused, what's the name of the new released photoshop version?",2021-11-03T07:55:50Z
BQQqnn2uZv4,ThaNKS,2021-11-03T06:21:17Z
BQQqnn2uZv4,"they way you explain it to beginners is so great! you provide the shortcut keys and functions of the tools, its so helpful! thank you",2021-11-03T04:34:58Z
BQQqnn2uZv4,I just follow this video and I am so very Happy with it because it help me to remove Background,2021-11-02T07:16:21Z
BQQqnn2uZv4,Her running is a metaphor,2021-11-01T23:32:35Z
BQQqnn2uZv4,Thanks alot❤,2021-11-01T22:35:33Z
BQQqnn2uZv4,"My property's tab doesn't have any of the options your showing. I only have transform, align, and quick actions.",2021-11-01T17:01:22Z
BQQqnn2uZv4,Hi.,2021-11-01T16:37:26Z
BQQqnn2uZv4,"Thanks, great tutorial as it saved me a lot of time trying to figure this out!!",2021-10-31T18:56:35Z
BQQqnn2uZv4,"Thank you so much sir! I just installed Photoshop today and don't know a thing, but you made it easy for me to learn. ❤️",2021-10-31T13:19:54Z
BQQqnn2uZv4,"I had expected ""AI"" - or what this phenomenon also is called - to be a quick learner, but after a year it still struggles with the problems that traditionally have been a pain - hair and parts of a subject that has less contrast to the background and demand real human pattern recognition. To me it seems that AI is just a pattern analyzing tool that selects a refining mode from a database and goes wrong eight out of ten times, still leaving all the brain work to his master when it comes to the critical details. It would probably work better, if AI identified matching hair patterns from a db and replaced the subject with those matches. That would not be 100 percent true to the original, but it would look that way, provided you didn't have the original to compare with - which is the typical situation for most end users. I think the best AI sharpening tools work that way already.",2021-10-31T12:14:08Z
BQQqnn2uZv4,https://youtube.com/channel/UCnoBpCAqzJzG6n02xYcvvlA,2021-10-29T20:23:03Z
BQQqnn2uZv4,help please support the channel,2021-10-29T20:22:41Z
BQQqnn2uZv4,First time user and I was able to follow your instructions easily but when I can't save just the picture I edited. It keep saving the entire process. How do I save just the picture?,2021-10-28T02:25:39Z
BQQqnn2uZv4,Thanks. Great video. Very clear and simple for a newbie like me.,2021-10-27T18:41:34Z
BQQqnn2uZv4,thanks,2021-10-27T13:24:21Z
BQQqnn2uZv4,photo App name,2021-10-26T07:56:42Z
BQQqnn2uZv4,will the work with photoshoot cs6?,2021-10-26T03:01:05Z
BQQqnn2uZv4,Mister you are a life saver! ❤️,2021-10-23T17:06:24Z
